modelo,speedup,tiempo_cpu_s,tiempo_gpu_s
Random Forest,5.1110103321126905,40.43891279899981,7.912117208004929
XGBoost,2.405967111569909,3.723800732055679,1.5477355089969933
Red Neuronal,0.860199497485803,1.5622114695142955,1.8161036760429852
