modelo,speedup,tiempo_cpu_s,tiempo_gpu_s
Random Forest,3.7562074254108206,50.31120368500706,13.394149466999806
XGBoost,3.168696802409102,6.546491517918184,2.0659886149223894
Red Neuronal,4.0428420701458005,1.6349685253662756,0.40441068362270016
