modelo,speedup,tiempo_cpu_s,tiempo_gpu_s
Random Forest,1.9097348865640094,11.84006874600891,6.199849429001915
XGBoost,1.0281644296758576,2.121612713992363,2.063495538997813
Red Neuronal,0.6165713888784445,0.796555538996472,1.2919112909949035
