modelo,speedup,tiempo_cpu_s,tiempo_gpu_s
Random Forest,7.019831236018027,1465.499142528999,208.76558043299883
XGBoost,10.484106104370726,151.10183670300103,14.4124673289989
Red Neuronal,3.663712304572533,29.504939421124618,8.053290479249881
