delta_t,brightness,bright_t31,frp,scan,track,mes,hora,es_noche,latitude,longitude,es_falsa_alarma
31.129999999999995,333.87,302.74,4.0,0.44,0.46,6,11,0,-16.94357,21.85838,0
45.629999999999995,335.94,290.31,2.86,0.4,0.6,6,8,0,67.83955,80.22145,0
35.660000000000025,337.73,302.07,4.71,0.42,0.45,6,12,0,-7.47963,18.46174,0
15.159999999999968,299.96,284.8,0.66,0.53,0.67,6,17,1,-13.632,130.29297,0
28.430000000000007,333.44,305.01,5.02,0.39,0.36,6,16,0,-6.86484,-44.81328,1
39.910000000000025,347.68,307.77,19.24,0.5,0.49,6,11,0,-8.21844,19.2954,0
31.55000000000001,315.18,283.63,1.67,0.44,0.46,6,9,1,59.76188,-122.74238,0
47.48000000000002,346.12,298.64,7.48,0.53,0.42,6,4,0,-12.07441,132.73355,0
13.0,298.73,285.73,8.1,0.54,0.68,6,22,1,-7.10321,25.95452,0
48.579999999999984,334.5,285.92,3.37,0.43,0.38,6,8,1,55.52657,-105.40139,0
64.22000000000003,367.0,302.78,22.84,0.37,0.58,6,22,0,66.32784,-130.16557,0
31.659999999999968,334.78,303.12,13.11,0.44,0.38,6,10,0,-3.25271,34.7385,0
40.889999999999986,346.63,305.74,7.93,0.39,0.36,6,22,1,30.21002,47.39315,0
38.35000000000002,325.91,287.56,6.63,0.49,0.48,6,11,0,59.71186,-122.73878,0
30.120000000000005,328.88,298.76,5.9,0.64,0.54,6,11,0,-13.72778,25.19968,0
35.5,335.37,299.87,4.13,0.48,0.4,6,11,0,-6.8966,29.04641,0
31.210000000000036,333.42,302.21,8.59,0.67,0.74,6,12,0,-9.47752,26.47106,0
27.819999999999993,328.11,300.29,5.0,0.45,0.63,6,11,0,-11.72712,22.49232,1
35.31999999999999,334.59,299.27,3.78,0.39,0.59,6,12,0,-15.33903,24.59267,0
41.84000000000003,342.12,300.28,7.14,0.43,0.38,6,11,0,-4.3302,29.00444,0
28.70999999999998,331.44,302.73,4.4,0.42,0.38,6,11,0,-8.84032,28.29052,0
43.589999999999975,335.56,291.97,4.66,0.47,0.64,6,8,1,30.87797,-109.87496,0
15.520000000000039,305.42,289.9,1.21,0.43,0.38,6,0,1,50.49236,19.45753,0
37.329999999999984,335.03,297.7,6.7,0.55,0.43,6,11,0,-13.57521,31.87014,0
48.65999999999997,352.2,303.54,4.34,0.34,0.56,6,13,0,-9.31498,15.93268,0
27.779999999999973,329.08,301.3,4.7,0.75,0.77,6,9,0,-21.01194,46.04425,1
46.69999999999999,347.84,301.14,6.89,0.45,0.63,6,11,0,-12.20689,22.69858,0
29.28000000000003,333.05,303.77,5.13,0.35,0.57,6,12,0,-10.06912,22.49825,1
27.439999999999998,313.3,285.86,2.94,0.62,0.72,6,17,1,36.56685,109.10796,0
50.64000000000004,356.47,305.83,83.26,0.49,0.49,6,11,0,-6.99083,19.08702,0
35.210000000000036,341.47,306.26,14.77,0.59,0.53,6,5,0,-16.77574,124.72658,0
38.52999999999997,328.69,290.16,3.42,0.59,0.53,6,9,0,-23.33377,46.59761,0
17.50999999999999,306.95,289.44,2.32,0.46,0.64,6,8,1,35.58836,-109.14353,0
32.34000000000003,331.97,299.63,18.54,0.47,0.48,6,12,0,-7.44864,19.22774,0
36.69,338.51,301.82,5.36,0.37,0.58,6,11,0,-16.17775,18.33293,0
62.51999999999998,367.0,304.48,8.83,0.37,0.58,6,11,0,-10.109,23.52283,0
18.410000000000025,301.6,283.19,1.05,0.41,0.37,6,10,1,59.35926,-120.44315,0
31.420000000000016,336.5,305.08,4.3,0.43,0.46,6,11,0,-8.01131,26.62502,0
64.95999999999998,367.0,302.04,60.1,0.37,0.58,6,18,0,55.52596,-105.39247,0
51.789999999999964,343.34,291.55,17.55,0.63,0.72,6,11,0,-6.97281,19.38946,0
41.0,342.9,301.9,4.32,0.33,0.55,6,11,0,-10.51565,24.30783,0
45.889999999999986,348.4,302.51,37.16,0.61,0.71,6,10,0,-10.73006,26.83925,0
36.28000000000003,327.1,290.82,6.4,0.57,0.43,6,9,1,59.5134,-120.84164,0
50.139999999999986,367.0,316.86,8.91,0.42,0.61,6,9,0,37.10283,40.25309,0
66.82,367.0,300.18,23.43,0.64,0.72,6,12,0,-7.29414,25.58945,0
32.69999999999999,341.0,308.3,7.97,0.45,0.39,6,12,0,-11.49184,16.89963,0
44.639999999999986,345.56,300.92,22.98,0.51,0.41,6,12,0,-6.33788,16.64009,0
50.35000000000002,351.24,300.89,15.93,0.5,0.66,6,11,0,-7.5921,21.05517,0
41.0,346.52,305.52,7.92,0.52,0.67,6,11,0,-10.46494,15.05589,0
35.23000000000002,336.01,300.78,2.69,0.38,0.36,6,12,0,-12.95839,14.58714,0
30.600000000000023,332.86,302.26,7.37,0.51,0.41,6,11,0,-7.42803,21.75667,0
33.19,316.03,282.84,2.71,0.72,0.76,6,0,1,-8.96629,26.92681,0
32.74000000000001,335.14,302.4,6.67,0.39,0.36,6,11,0,-10.33233,25.96694,0
44.01999999999998,344.34,300.32,12.3,0.53,0.67,6,11,0,-13.00982,21.76115,0
57.50999999999999,356.2,298.69,9.33,0.41,0.45,6,4,0,-11.92833,133.74088,0
53.19,367.0,313.81,12.61,0.42,0.38,6,9,0,29.62136,52.47454,0
40.39999999999998,334.34,293.94,2.22,0.41,0.45,6,8,0,30.39191,73.61588,0
29.639999999999986,330.94,301.3,3.33,0.39,0.36,6,11,0,-12.49814,25.85563,1
52.45999999999998,343.39,290.93,4.78,0.44,0.46,6,9,1,59.32694,-122.7439,0
30.20999999999998,330.26,300.05,3.46,0.39,0.36,6,4,0,-11.83407,133.7122,0
10.560000000000002,296.56,286.0,0.56,0.48,0.65,6,0,1,-7.15563,24.63454,0
33.31999999999999,333.26,299.94,7.63,0.42,0.45,6,11,0,-12.60795,21.34104,0
29.590000000000032,331.35,301.76,5.14,0.43,0.38,6,11,0,-5.96566,23.07231,0
45.129999999999995,336.58,291.45,8.75,0.44,0.62,6,17,0,-10.54833,-52.0418,0
43.06,351.51,308.45,41.08,0.51,0.41,6,11,0,-10.09629,22.42561,0
41.76999999999998,346.34,304.57,7.85,0.56,0.43,6,11,0,-7.6,21.05282,0
52.940000000000055,354.72,301.78,8.75,0.38,0.36,6,20,0,59.93835,-122.01155,0
26.80000000000001,334.08,307.28,4.68,0.57,0.43,6,11,0,-8.9761,27.6251,0
43.51999999999998,341.87,298.35,9.33,0.46,0.63,6,12,0,-13.12116,25.04882,0
32.54000000000002,340.18,307.64,4.07,0.39,0.36,6,11,0,-9.10755,25.70101,0
29.0,332.46,303.46,2.76,0.39,0.36,6,11,0,-4.89516,30.6766,1
28.370000000000005,334.44,306.07,3.91,0.54,0.42,6,10,0,-17.89139,45.37019,1
32.96999999999997,341.95,308.98,6.28,0.49,0.49,6,10,0,38.61288,31.17226,0
24.319999999999993,309.69,285.37,1.17,0.42,0.61,6,0,1,-8.0152,23.58089,0
55.55000000000001,346.5,290.95,4.0,0.39,0.59,6,13,0,-5.48489,15.89319,0
54.360000000000014,356.29,301.93,5.31,0.32,0.55,6,11,0,-8.89857,24.13756,0
44.52000000000004,351.61,307.09,10.45,0.52,0.42,6,11,0,-11.7299,22.49328,0
49.0,350.63,301.63,9.2,0.45,0.63,6,21,1,30.82685,47.33042,0
12.28000000000003,310.22,297.94,2.32,0.57,0.43,6,21,1,27.48921,52.97633,0
34.460000000000036,332.49,298.03,2.5,0.38,0.44,6,4,0,-12.00955,133.30136,0
23.069999999999993,303.68,280.61,1.49,0.56,0.51,6,17,1,-15.56799,125.71758,0
33.77999999999997,335.63,301.85,5.47,0.41,0.37,6,12,0,-10.55357,15.44398,0
32.19,332.92,300.73,2.41,0.39,0.36,6,11,0,53.91042,13.22387,0
40.549999999999955,345.15,304.6,9.96,0.41,0.45,6,11,0,-6.73448,26.63387,0
69.06,367.0,297.94,8.54,0.32,0.55,6,11,0,-7.26567,17.48386,0
47.599999999999966,339.39,291.79,5.54,0.42,0.45,6,11,0,-26.69351,30.56445,0
37.22999999999996,335.15,297.92,4.04,0.4,0.44,6,19,0,34.62764,-92.49088,0
48.15999999999997,352.96,304.8,18.7,0.42,0.61,6,11,0,41.82645,12.287,0
12.480000000000018,309.56,297.08,1.86,0.5,0.41,6,22,1,25.17438,49.31825,0
54.19999999999999,356.5,302.3,9.51,0.53,0.67,6,4,0,-18.00583,124.11805,0
53.85000000000002,349.43,295.58,17.71,0.54,0.51,6,18,0,55.29205,-107.4296,0
48.210000000000036,351.16,302.95,8.69,0.47,0.64,6,11,0,-9.6632,15.63784,0
23.80000000000001,321.69,297.89,1.61,0.39,0.36,6,1,1,35.70888,4.47481,0
25.579999999999984,329.69,304.11,4.02,0.45,0.47,6,11,0,-10.86757,26.84336,1
16.80000000000001,299.88,283.08,1.04,0.43,0.38,6,10,1,59.44767,-122.54552,0
48.45999999999998,336.51,288.05,16.3,0.78,0.78,6,10,0,-31.08414,28.18709,0
48.450000000000045,352.48,304.03,15.34,0.49,0.49,6,13,0,-7.78821,13.51013,0
40.44999999999999,341.49,301.04,4.32,0.42,0.61,6,13,0,-9.78521,17.4416,0
51.85000000000002,351.55,299.7,10.92,0.4,0.6,6,10,0,-8.20406,29.01063,0
47.52999999999997,338.01,290.48,6.9,0.49,0.65,6,8,1,55.27686,-107.41988,0
12.079999999999984,307.24,295.16,1.8,0.55,0.42,6,1,1,33.87436,9.99101,0
35.650000000000034,340.18,304.53,50.63,0.6,0.53,6,15,0,-17.63787,-43.56493,0
36.129999999999995,326.8,290.67,3.31,0.51,0.41,6,16,1,-11.78567,133.8663,0
38.24000000000001,340.35,302.11,4.79,0.54,0.51,6,11,0,-6.8864,24.87684,0
45.53000000000003,347.23,301.7,55.32,0.54,0.51,6,4,0,-12.09719,133.64211,0
18.019999999999982,302.0,283.98,1.18,0.7,0.75,6,22,1,-5.8064,30.85325,0
11.139999999999986,307.62,296.48,3.88,0.7,0.75,6,0,1,29.02032,31.19995,0
28.730000000000018,331.67,302.94,10.62,0.52,0.41,6,12,0,-10.09714,17.71583,1
32.920000000000016,332.35,299.43,6.29,0.53,0.67,6,11,0,-10.14999,14.98027,0
68.57999999999998,367.0,298.42,52.59,0.42,0.61,6,18,0,-9.24583,-58.74797,0
26.680000000000007,330.64,303.96,3.2,0.41,0.37,6,11,0,-7.65032,27.45792,1
18.599999999999966,300.09,281.49,1.89,0.45,0.39,6,10,1,60.19013,-122.77191,0
13.430000000000007,296.7,283.27,0.55,0.42,0.38,6,10,1,59.66161,-121.71191,0
38.27000000000004,333.42,295.15,8.09,0.43,0.62,6,10,0,-8.6926,28.61495,0
40.589999999999975,344.63,304.04,3.75,0.39,0.36,6,11,0,-11.52941,27.37187,0
45.80000000000001,355.06,309.26,59.82,0.58,0.52,6,13,0,-10.77539,15.35853,0
31.239999999999952,329.96,298.72,8.76,0.61,0.53,6,11,0,-11.30721,24.97605,0
23.44999999999999,300.88,277.43,0.67,0.54,0.68,6,17,1,29.80979,115.57907,0
25.00999999999999,330.99,305.98,3.7,0.42,0.45,6,11,0,-8.73545,20.54424,1
30.28000000000003,335.68,305.4,16.67,0.56,0.52,6,21,1,30.39632,50.61214,0
25.100000000000023,323.05,297.95,4.31,0.59,0.7,6,21,1,32.48899,45.66129,0
53.25,341.81,288.56,8.4,0.57,0.52,6,11,0,-6.38246,33.05643,0
73.57999999999998,367.0,293.42,9.92,0.51,0.66,6,18,0,60.16434,-122.79901,0
55.68000000000001,367.0,311.32,10.15,0.39,0.36,6,11,0,-6.77839,31.44627,0
48.75,343.43,294.68,20.34,0.4,0.37,6,10,0,-4.00355,35.96864,0
37.099999999999966,328.08,290.98,8.72,0.56,0.69,6,7,0,1.45817,98.80077,0
36.10999999999996,327.02,290.91,5.95,0.39,0.59,6,4,0,-11.56131,131.27286,0
43.079999999999984,343.15,300.07,4.6,0.39,0.6,6,4,0,-15.75899,132.01486,0
36.539999999999964,342.39,305.85,2.59,0.43,0.38,6,4,0,-14.27481,126.28996,0
34.5,339.36,304.86,4.53,0.38,0.36,6,11,0,-7.82304,32.50977,0
26.97999999999996,332.08,305.1,6.35,0.52,0.5,6,12,0,-12.88502,21.31223,1
35.98999999999995,341.78,305.79,12.98,0.38,0.36,6,11,0,-10.56421,26.47372,0
36.660000000000025,322.19,285.53,6.36,0.39,0.36,6,10,1,59.88172,-122.10271,0
33.799999999999955,332.96,299.16,3.42,0.56,0.43,6,11,0,-8.02288,27.55379,0
16.620000000000005,301.93,285.31,1.45,0.43,0.38,6,10,1,59.36712,-122.56541,0
31.069999999999993,331.26,300.19,2.92,0.33,0.56,6,12,0,-7.13646,21.43745,0
19.379999999999995,302.14,282.76,1.44,0.61,0.71,6,8,1,59.39365,-122.74107,0
30.310000000000002,334.22,303.91,3.95,0.51,0.49,6,11,0,-9.06953,25.72073,0
40.650000000000034,332.98,292.33,31.24,0.43,0.62,6,10,0,-6.57437,28.1993,0
48.920000000000016,347.72,298.8,8.92,0.51,0.66,6,12,0,-9.28849,24.64631,0
31.05000000000001,331.85,300.8,5.12,0.57,0.52,6,12,0,-8.60933,20.81329,0
13.839999999999975,307.19,293.35,1.72,0.52,0.5,6,17,1,33.26778,131.64032,0
41.460000000000036,340.79,299.33,21.13,0.6,0.53,6,11,0,-8.89073,18.22505,0
19.639999999999986,303.82,284.18,2.68,0.44,0.38,6,23,1,-8.75786,26.98833,0
27.560000000000002,327.77,300.21,6.46,0.62,0.54,6,15,0,-21.16941,-43.03945,0
49.29000000000002,352.43,303.14,42.86,0.61,0.54,6,12,0,-16.69175,23.43589,0
20.94999999999999,305.03,284.08,1.41,0.58,0.52,6,10,1,55.9592,-105.17499,0
28.0,308.8,280.8,1.83,0.65,0.73,6,17,1,-18.48705,130.87433,0
47.22000000000003,349.97,302.75,8.56,0.39,0.36,6,11,0,-10.49288,27.00762,0
51.39000000000004,354.48,303.09,8.46,0.63,0.72,6,6,0,-17.9755,124.14027,0
12.480000000000018,299.32,286.84,0.93,0.71,0.75,6,22,1,-7.30045,24.12855,0
52.379999999999995,351.18,298.8,6.73,0.43,0.62,6,12,0,-6.63671,22.82753,0
47.99000000000001,338.04,290.05,5.28,0.5,0.66,6,20,0,56.33329,-100.32741,0
50.45999999999998,355.59,305.13,10.43,0.42,0.61,6,12,0,-8.41855,23.26551,0
29.810000000000002,331.34,301.53,2.91,0.45,0.39,6,11,0,-7.01816,22.67394,0
16.25,300.76,284.51,0.61,0.47,0.47,6,1,1,57.4607,-3.5713,0
43.44,347.6,304.16,11.29,0.65,0.73,6,11,0,-13.75949,14.31233,0
38.650000000000034,342.6,303.95,8.24,0.56,0.43,6,11,0,-6.5606,27.21945,0
51.339999999999975,345.64,294.3,12.61,0.43,0.62,6,10,0,-8.68499,28.60339,0
25.519999999999982,307.71,282.19,1.67,0.39,0.36,6,10,1,60.23766,-121.95601,0
34.579999999999984,337.71,303.13,3.36,0.39,0.44,6,10,0,-17.90352,46.07595,0
36.39999999999998,342.87,306.47,6.6,0.55,0.43,6,12,0,-9.72227,18.13588,0
63.22000000000003,367.0,303.78,12.67,0.45,0.63,6,12,0,-13.80246,25.16268,0
30.02000000000004,333.23,303.21,5.0,0.46,0.39,6,11,0,-6.00932,28.47929,0
28.370000000000005,325.35,296.98,1.97,0.41,0.37,6,11,0,-26.38983,28.31018,0
22.189999999999998,311.53,289.34,3.27,0.5,0.66,6,5,1,-6.57284,-51.10826,0
36.64000000000004,338.54,301.9,9.57,0.45,0.39,6,11,0,-5.67996,28.90388,0
30.319999999999993,325.5,295.18,4.92,0.77,0.77,6,11,0,-11.81014,19.07508,0
33.27000000000004,341.04,307.77,12.44,0.43,0.38,6,12,0,52.47519,4.58566,0
10.139999999999986,302.26,292.12,2.5,0.41,0.37,6,23,1,-6.67199,26.71113,0
29.47999999999996,336.03,306.55,5.54,0.49,0.4,6,11,0,-8.45718,29.64951,0
55.610000000000014,367.0,311.39,16.19,0.41,0.37,6,12,0,-9.70291,15.18577,0
15.329999999999984,305.93,290.6,1.02,0.4,0.37,6,4,1,-22.93415,-45.69373,0
33.099999999999966,333.65,300.55,3.71,0.5,0.41,6,11,0,-8.28847,28.46909,0
35.89999999999998,336.01,300.11,19.25,0.56,0.69,6,10,0,-7.10506,26.59732,0
28.220000000000027,334.86,306.64,3.14,0.39,0.36,6,11,0,-9.41985,25.78934,0
30.0,327.94,297.94,1.62,0.39,0.36,6,11,0,-15.14694,33.21519,0
30.110000000000014,331.7,301.59,3.83,0.34,0.56,6,13,0,-11.86157,16.5806,0
22.55000000000001,310.64,288.09,1.08,0.43,0.46,6,16,1,-15.16922,130.27458,0
11.160000000000025,295.37,284.21,0.54,0.41,0.6,6,20,1,61.951,64.82491,0
18.569999999999993,312.31,293.74,2.17,0.41,0.37,6,23,1,-9.54528,26.00098,0
34.420000000000016,334.8,300.38,4.08,0.45,0.39,6,11,0,-13.07904,24.09735,0
50.56,356.39,305.83,13.89,0.46,0.63,6,11,0,-11.93717,16.19351,0
36.95999999999998,341.43,304.47,10.13,0.5,0.49,6,13,0,-12.52974,14.76406,0
37.0,348.68,311.68,67.93,0.54,0.42,6,11,0,-5.31124,27.28361,0
59.73000000000002,367.0,307.27,8.26,0.34,0.56,6,13,0,-9.58829,15.96558,0
39.26999999999998,328.81,289.54,4.92,0.45,0.39,6,17,0,-33.36687,-60.1367,0
38.710000000000036,335.98,297.27,5.71,0.42,0.45,6,4,0,-13.66958,134.28369,0
44.960000000000036,346.35,301.39,3.31,0.38,0.36,6,4,0,-15.63975,135.50319,0
18.279999999999973,307.08,288.8,1.5,0.42,0.61,6,20,1,39.35288,100.11528,0
11.139999999999986,299.51,288.37,2.43,0.52,0.67,6,16,1,-15.76856,135.83975,0
16.539999999999964,309.96,293.42,2.49,0.55,0.68,6,23,1,32.62504,14.32811,0
32.93000000000001,330.91,297.98,2.73,0.47,0.4,6,11,0,-6.58063,22.19938,0
29.47999999999996,313.08,283.6,1.31,0.36,0.57,6,16,1,-14.39197,133.72029,0
16.920000000000016,300.88,283.96,0.83,0.47,0.48,6,1,1,57.33335,-3.78999,0
10.740000000000009,297.18,286.44,1.02,0.4,0.37,6,16,1,-16.45673,125.4668,0
33.48000000000002,333.19,299.71,3.9,0.41,0.6,6,13,0,-10.29369,17.3957,0
40.80000000000001,345.35,304.55,8.76,0.44,0.39,6,11,0,-8.03876,28.64208,0
28.639999999999986,331.57,302.93,1.18,0.43,0.46,6,16,0,-20.57932,-41.17809,0
28.899999999999977,317.34,288.44,4.88,0.57,0.43,6,9,1,59.52066,-120.8807,0
11.990000000000009,310.24,298.25,2.84,0.35,0.57,6,23,1,34.92213,45.73176,0
40.26000000000005,340.47,300.21,4.23,0.46,0.39,6,11,0,-4.61442,28.48948,0
29.149999999999977,329.51,300.36,5.82,0.36,0.57,6,10,0,-9.02472,29.82219,1
27.47999999999996,331.84,304.36,2.52,0.41,0.37,6,8,0,7.57586,81.39955,1
29.75,311.75,282.0,2.94,0.73,0.76,6,0,1,-8.99553,26.99045,0
41.660000000000025,331.75,290.09,11.03,0.49,0.4,6,6,0,-3.09777,103.68024,0
33.839999999999975,335.88,302.04,3.17,0.35,0.57,6,11,0,-9.65203,23.70686,0
48.339999999999975,350.45,302.11,10.88,0.51,0.66,6,10,0,-6.67617,27.08326,0
24.71999999999997,318.83,294.11,1.28,0.39,0.36,6,17,1,33.92417,130.8374,0
16.689999999999998,350.09,333.4,24.56,0.43,0.46,6,9,0,31.65478,47.79618,1
31.069999999999993,331.79,300.72,2.58,0.44,0.63,6,11,0,-17.13011,45.32293,0
43.039999999999964,339.2,296.16,8.3,0.39,0.36,6,7,0,66.46835,77.1343,0
51.14999999999998,337.19,286.04,5.53,0.58,0.52,6,18,0,-27.49166,-55.69137,0
29.910000000000025,330.1,300.19,6.4,0.47,0.4,6,5,0,31.50107,114.01044,1
40.960000000000036,347.85,306.89,6.76,0.39,0.36,6,11,0,-7.48975,25.25278,0
33.98000000000002,341.24,307.26,6.25,0.53,0.42,6,11,0,-12.43064,22.50455,0
40.58000000000004,344.36,303.78,4.76,0.4,0.37,6,11,0,-15.67808,26.22636,0
26.629999999999995,332.87,306.24,5.2,0.39,0.36,6,11,0,-10.41033,25.4888,1
31.519999999999982,332.07,300.55,4.15,0.41,0.37,6,11,0,-10.87977,24.64462,0
37.19,337.58,300.39,6.18,0.54,0.42,6,4,0,-11.93507,132.82236,0
38.370000000000005,329.88,291.51,3.95,0.4,0.37,6,5,1,9.72938,-63.46245,0
29.170000000000016,329.55,300.38,4.1,0.67,0.74,6,13,0,-15.37947,15.71095,1
18.42999999999995,306.65,288.22,0.95,0.38,0.36,6,9,1,35.59233,-109.14061,0
47.349999999999966,341.84,294.49,8.18,0.6,0.53,6,11,0,12.87179,35.59017,0
30.439999999999998,332.73,302.29,22.4,0.48,0.4,6,11,0,-3.25019,34.71714,0
13.379999999999995,315.55,302.17,1.2,0.4,0.37,6,22,1,31.21778,44.92503,0
33.44,334.34,300.9,4.12,0.45,0.47,6,4,0,-15.36291,135.49254,0
42.60000000000002,350.12,307.52,6.41,0.5,0.49,6,11,0,-9.16109,25.83556,0
13.889999999999986,300.74,286.85,0.25,0.38,0.44,6,22,1,-20.02809,46.13641,0
36.03000000000003,328.1,292.07,1.93,0.38,0.36,6,18,1,39.52782,106.51691,0
41.06999999999999,341.42,300.35,9.56,0.71,0.75,6,13,0,-12.38492,15.12926,0
49.96999999999997,345.08,295.11,8.39,0.43,0.38,6,11,0,-30.69919,28.67907,0
41.69,339.95,298.26,8.54,0.38,0.36,6,11,0,-3.67032,31.06884,0
32.65999999999997,338.03,305.37,3.37,0.33,0.55,6,12,0,-11.83552,22.55436,0
36.68000000000001,347.46,310.78,7.46,0.4,0.37,6,11,0,12.43299,28.99034,0
43.33000000000004,352.66,309.33,27.25,0.53,0.42,6,12,0,-8.96453,17.65557,0
28.769999999999982,367.0,338.23,125.05,0.57,0.43,6,11,0,38.16821,26.88937,0
17.779999999999973,307.78,290.0,1.03,0.55,0.51,6,9,1,34.1564,-118.19425,0
31.439999999999998,332.1,300.66,3.88,0.52,0.41,6,11,0,-7.01838,27.96688,0
41.04000000000002,345.18,304.14,4.71,0.39,0.36,6,11,0,-6.56301,32.64141,0
25.189999999999998,299.33,274.14,0.81,0.45,0.47,6,15,1,-36.62768,145.41397,0
35.65999999999997,344.28,308.62,25.97,0.56,0.43,6,12,0,-10.44469,18.39108,0
39.81999999999999,345.29,305.47,38.49,0.38,0.59,6,13,0,-9.25246,16.63144,0
41.65999999999997,349.02,307.36,86.91,0.54,0.42,6,20,0,55.52523,-105.40349,0
37.75,335.21,297.46,9.46,0.68,0.74,6,10,0,-12.22476,26.42886,0
13.96999999999997,298.82,284.85,0.57,0.38,0.36,6,22,1,60.33132,64.73627,0
38.589999999999975,340.33,301.74,4.3,0.45,0.39,6,11,0,-7.70309,28.77495,0
15.590000000000032,306.29,290.7,11.1,0.54,0.42,6,1,1,51.17756,3.80837,0
64.81,367.0,302.19,13.75,0.45,0.63,6,11,0,-16.68778,23.52117,0
37.410000000000025,329.44,292.03,3.38,0.36,0.57,6,12,0,-31.32221,29.52665,0
32.75999999999999,335.9,303.14,4.75,0.42,0.37,6,11,0,-5.70426,23.34731,0
34.74000000000001,340.76,306.02,7.22,0.53,0.42,6,11,0,-7.35283,27.86356,0
15.370000000000005,300.63,285.26,0.98,0.47,0.4,6,10,1,59.71236,-124.13392,0
45.08000000000004,340.61,295.53,5.04,0.61,0.71,6,13,0,-6.39621,18.98269,0
20.230000000000018,302.25,282.02,1.77,0.42,0.38,6,10,1,59.43292,-121.9455,0
41.30000000000001,343.37,302.07,13.98,0.49,0.48,6,11,0,-15.82673,27.34452,0
43.81999999999999,341.83,298.01,10.03,0.55,0.68,6,5,0,53.40588,129.30594,0
30.04000000000002,335.63,305.59,14.31,0.43,0.38,6,12,0,-12.06281,16.51862,0
29.200000000000045,335.41,306.21,8.99,0.39,0.36,6,11,0,-6.75186,32.75378,1
18.129999999999995,302.9,284.77,24.57,0.47,0.48,6,1,1,57.45366,-3.67025,0
37.49000000000001,336.0,298.51,11.04,0.53,0.5,6,20,0,56.01012,-100.94434,0
37.599999999999966,346.4,308.8,6.05,0.5,0.49,6,13,0,-12.29233,14.70105,0
42.71999999999997,349.33,306.61,2.82,0.39,0.36,6,11,0,52.57346,13.94811,0
32.52999999999997,333.96,301.43,6.15,0.46,0.39,6,18,0,57.14603,-101.32456,0
67.70999999999998,367.0,299.29,8.18,0.39,0.6,6,13,0,-13.93928,18.18225,0
62.43000000000001,367.0,304.57,19.9,0.47,0.64,6,11,0,-11.68878,16.00867,0
38.31999999999999,344.29,305.97,6.45,0.48,0.4,6,4,0,-12.9449,132.11574,0
34.25,367.0,332.75,6.78,0.38,0.36,6,9,0,31.40917,48.65265,1
22.180000000000007,313.26,291.08,1.21,0.39,0.36,6,4,1,-11.84561,-43.79808,0
38.31999999999999,352.13,313.81,22.52,0.4,0.6,6,11,0,-9.30949,16.48184,0
37.56999999999999,333.27,295.7,5.88,0.39,0.36,6,4,0,-13.96994,142.1434,0
30.5,330.6,300.1,3.78,0.56,0.51,6,11,0,-8.96947,18.7378,0
10.669999999999959,301.84,291.17,0.95,0.41,0.37,6,23,1,-7.1746,26.57888,0
36.27000000000004,331.6,295.33,3.09,0.42,0.61,6,0,1,35.35149,5.76141,0
31.71999999999997,330.38,298.66,3.64,0.47,0.4,6,11,0,-6.8769,28.98207,0
14.120000000000005,298.21,284.09,0.7,0.47,0.4,6,22,1,-10.83877,33.41021,0
30.00999999999999,330.25,300.24,5.63,0.58,0.7,6,12,0,-8.67086,25.317,0
28.689999999999998,333.95,305.26,3.4,0.44,0.38,6,12,0,-9.80757,16.23275,1
18.670000000000016,308.7,290.03,1.16,0.53,0.67,6,0,1,37.27174,39.60153,0
32.47000000000003,331.81,299.34,17.76,0.4,0.6,6,12,0,-7.34039,22.53877,0
39.079999999999984,337.99,298.91,5.69,0.53,0.67,6,13,0,-8.52352,18.66064,0
44.360000000000014,343.5,299.14,15.02,0.42,0.45,6,10,0,-6.20302,32.5899,0
39.44,338.34,298.9,7.58,0.46,0.63,6,10,0,-5.62567,27.59808,0
33.93000000000001,328.06,294.13,4.17,0.49,0.65,6,10,0,-10.95252,28.17767,0
40.69999999999999,330.3,289.6,3.11,0.43,0.38,6,10,1,60.20953,-122.0906,0
18.69999999999999,311.03,292.33,1.31,0.45,0.39,6,23,1,-7.21028,27.55614,0
45.96999999999997,351.89,305.92,18.81,0.39,0.36,6,4,0,-11.95115,133.73125,0
39.54000000000002,340.56,301.02,3.34,0.52,0.41,6,11,0,-7.10709,21.59744,0
16.399999999999977,305.87,289.47,3.19,0.55,0.68,6,16,1,-18.00541,124.11259,0
64.02999999999997,367.0,302.97,28.48,0.51,0.66,6,10,0,-10.94873,27.90437,0
16.180000000000007,300.13,283.95,1.21,0.48,0.4,6,9,1,55.6245,-107.50646,0
34.69999999999999,333.53,298.83,2.91,0.43,0.38,6,11,0,-6.07728,23.00213,0
15.019999999999982,305.75,290.73,0.68,0.39,0.36,6,1,1,48.77616,10.70151,0
25.27000000000004,315.17,289.9,2.08,0.37,0.58,6,5,1,-12.62816,-54.23497,0
23.439999999999998,306.2,282.76,1.35,0.39,0.36,6,10,1,60.36975,-122.25446,0
24.890000000000043,314.22,289.33,1.61,0.4,0.37,6,20,1,52.26041,77.04658,0
28.149999999999977,337.06,308.91,8.81,0.55,0.43,6,12,0,-7.47391,17.5337,0
18.19999999999999,306.87,288.67,1.15,0.64,0.72,6,22,1,36.88018,39.05571,0
16.769999999999982,310.7,293.93,3.01,0.34,0.56,6,0,1,26.57985,12.21267,0
62.98000000000002,367.0,304.02,48.32,0.55,0.68,6,13,0,-9.08217,19.01755,0
